,hypernym,term,tree_id,train_test_split
854,麻醉气体,乙醚,275,train
855,凯特明,克他命,275,train
856,乙醚,安氟醚,275,train
857,货币,代币,276,train
858,货币,贬值的钞票,276,train
859,货币,金钱,276,train
860,货币,津贴,276,train
861,货币,基金,276,train
862,货币,拨款,276,train
863,基金,战争基金,276,train
864,基金,周转资金,276,train
865,基金,储备金,276,train
866,基金,信托基金,276,train
867,基金,存款,276,train
868,基金,经费,276,train
869,基金,收买基金,276,train
870,基金,偿债基金,276,train
871,基金,养老基金,276,train
872,基金,小额备用金,276,train
873,拨款,政治拨款,276,train
874,存款,活期存款,276,train
875,经费,业务预算,276,train
876,经费,皇室费,276,train
877,聚结,团,28,train
878,聚结,一丛,28,train
879,围绕,背景,280,train
880,围绕,栖息地,280,train
881,围绕,格调,280,train
882,温度,冷,281,train
883,柜台,卖肉的柜台,282,train
884,柜台,吧台,282,train
885,柜台,付款处,282,train
886,吧台,吧台,282,train
887,折痕,皱纹,289,train
888,折痕,扭曲,289,train
889,敌对行动,暴力,290,train
890,暴力,暴乱,290,train
891,头足类动物,鹦鹉螺,291,train
892,头足类动物,二鳃目,291,train
893,头足类动物,十腕亚目动物,291,train
894,头足类动物,八足类动物,291,train
895,十腕亚目动物,旋壳乌贼,291,train
896,十腕亚目动物,乌贼,291,train
897,八足类动物,船蛸,291,train
898,八足类动物,八爪鱼,291,train
899,乌贼,柔鱼,291,train
900,乌贼,大王乌贼,291,train
901,乌贼,大岛氏锁管,291,train
902,低爆速炸药,烟花,292,train
903,烟花,爆竹,292,train
904,烟花,轮转焰火,292,train
905,爆竹,樱桃爆竹,292,train
906,爆竹,大爆竹,292,train
907,浮子,救生用具,296,train
908,浮子,浮子,296,train
909,救生用具,救生衣,296,train
910,救生用具,救生圈,296,train
911,救生衣,救生衣,296,train
912,救生圈,裤形救生圈,296,train
913,计算机电路,可互换标准件,299,train
914,计算机电路,接口电路,299,train
915,计算机电路,微型电路,299,train
916,计算机电路,门电路,299,train
917,门电路,与门,299,train
918,业务关系,委托金,301,train
919,业务关系,活期存款,301,train
920,业务关系,卖空账户,301,train
921,委托金,现金帐户,301,train
922,活期存款,活期存款帐户,301,train
923,活期存款,储蓄帐户,301,train
924,活期存款,银行帐户,301,train
925,现金帐户,保管帐户,301,train
926,储蓄帐户,休眠帐户,301,train
927,储蓄帐户,储蓄存折,301,train
928,储蓄帐户,定期存款帐户,301,train
929,炊具,烤盘,302,train
930,炊具,圆烤盘,302,train
931,炊具,壶,302,train
932,炊具,厨灶,302,train
933,炊具,搪瓷器,302,train
934,炊具,火锅,302,train
935,炊具,烤架,302,train
936,炊具,平底锅,302,train
937,壶,咖啡壶,302,train
938,壶,壶,302,train
939,壶,大型有盖汤锅,302,train
940,壶,露营用大锅,302,train
941,壶,大汽锅,302,train
942,壶,荷兰炖锅,302,train
943,厨灶,克罗克电锅,302,train
944,搪瓷器,景泰蓝瓷器,302,train
945,平底锅,平底锅,302,train
946,平底锅,油滴盘,302,train
947,平底锅,电煎锅,302,train
948,咖啡壶,气体分液罐,302,train
949,小说,小说,307,train
950,主管,上司,31,train
951,夫妻,太太,311,train
952,夫妻,丈夫,311,train
953,太太,主妇,311,train
954,结合蛋白质,血红素蛋白,313,train
955,结合蛋白质,糖蛋白,313,train
956,血红素蛋白,细胞色素,313,train
957,血红素蛋白,血红蛋白,313,train
958,血红素蛋白,肌红蛋白,313,train
959,糖蛋白,粘液素,313,train
960,糖蛋白,红细胞生成素,313,train
961,糖蛋白,外源凝集素,313,train
962,细胞色素,细胞色素c,313,train
963,血红蛋白,氧合血红蛋白,313,train
964,参考,标的,317,train
965,亚麻制品,小型装饰桌巾,319,train
966,亚麻制品,亚麻布床单,319,train
967,亚麻制品,浴室亚麻布,319,train
968,亚麻布床单,枕套,319,train
969,亚麻布床单,床单,319,train
970,浴室亚麻布,浴巾,319,train
971,浴室亚麻布,浴室防滑垫,319,train
972,床单,套床垫,319,train
973,小块土地,圃,320,train
974,小块土地,种植园,320,train
975,圃,温床,320,train
976,圃,芦苇养殖场,320,train
977,圃,花床,320,train
978,种植园,种植园,320,train
979,种植园,葎草栽培园,320,train
980,种植园,花园,320,train
981,种植园,家庭菜园,320,train
982,种植园,药草园,320,train
983,种植园,规整式园林,320,train
984,种植园,商品菜园,320,train
985,种植园,园林,320,train
986,种植园,苹果园,320,train
987,种植园,柠檬林,320,train
988,好运,幸事,322,train
989,好运,幸运,322,train
990,幸事,幸运,322,train
991,幸运,安宁,322,train
992,幸运,经济实力,322,train
993,幸运,成功,322,train
994,安宁,健康,322,train
995,成功,有利可图的发现,322,train
996,成功,一流,322,train
997,图片,机械制图,323,train
998,图片,描写,323,train
999,图片,图,323,train
1000,图片,木炭画,323,train
1001,机械制图,水平切面,323,train
1002,描写,兽性化,323,train
1003,图,算命天宫图,323,train
1004,图,结构图,323,train
1005,羽,副羽,33,train
1006,羽,肩胛骨,33,train
1007,羽,翮羽,33,train
1008,翮羽,初级飞羽,33,train
1009,翮羽,尾羽,33,train
1010,有轨车,邮政车,330,train
1011,有轨车,手摇车,330,train
1012,有轨车,货车,330,train
1013,有轨车,乘务车厢,330,train
1014,有轨车,警卫车厢,330,train
1015,有轨车,休息车厢,330,train
1016,有轨车,行李车厢,330,train
1017,货车,牛车,330,train
1018,货车,平车,330,train
1019,货车,有盖货车,330,train
1020,货车,无盖货车,330,train
1021,货车,煤车,330,train
1022,控制,枪支管制,333,train
1023,控制,指数化,333,train
1024,控制,货币贬值,333,train
1025,医疗器械,内诊镜,335,train
1026,医疗器械,支气管镜,335,train
1027,医疗器械,电脑波测量图,335,train
1028,医疗器械,纤维镜,335,train
1029,医疗器械,肌电描记器,335,train
1030,医疗器械,心动描记器,335,train
1031,医疗器械,角膜镜,335,train
1032,医疗器械,渗析器,335,train
1033,医疗器械,电热疗机,335,train
1034,医疗器械,喉头镜,335,train
1035,内诊镜,关节内窥镜,335,train
1036,内诊镜,结肠镜,335,train
1037,内诊镜,后穹窿镜,335,train
1038,内诊镜,腹腔镜,335,train
1039,内诊镜,胃窥器,335,train
1040,渗析器,人工肾,335,train
1041,争执,争吵,341,train
1042,争吵,激烈的争吵,341,train
1043,变形,使变形,342,train
1044,变形,卷旋,342,train
1045,变形,伸出,342,train
1046,变形,使成角,342,train
1047,变形,内卷,342,train
1048,变形,合拢,342,train
1049,变形,使变宽,342,train
1050,变形,使变狭小,342,train
1051,变形,成皱,342,train
1052,变形,使呈锯齿形,342,train
1053,变形,使弯,342,train
1054,变形,伸长,342,train
1055,合拢,打裥,342,train
1056,使弯,屈曲,342,train
1057,使弯,内曲,342,train
1058,使弯,蜷伏,342,train
1059,使弯,弓起背部,342,train
1060,屈曲,伸缩,342,train
1061,屈曲,背侧屈,342,train
1062,健康,容光焕发,344,train
1063,健康,健康,344,train
1064,健康,健壮,344,train
1065,健康,玫瑰红,344,train
1066,健康,持续力,344,train
1067,持续力,气,344,train
1068,持续力,劲儿,344,train
1069,身体接触的项目,橄榄球,349,train
1070,橄榄球,英式足球,349,train
1071,橄榄球,英式橄榄球,349,train
1072,橄榄球,橄榄球,349,train
1073,粘合材料,浆糊,350,train
1074,粘合材料,热合剂,350,train
1075,粘合材料,松节油,350,train
1076,粘合材料,橡胶胶水,350,train
1077,粘合材料,粘鸟胶,350,train
1078,粘合材料,接合剂,350,train
1079,浆糊,封缄纸,350,train
1080,接合剂,胶合铺料,350,train
1081,接合剂,油灰,350,train
1082,接合剂,红铅油灰,350,train
1083,接合剂,粘合剂,350,train
1084,接合剂,铁油灰,350,train
1085,粘合剂,捻缝胶,350,train
1086,粘合剂,动物胶,350,train
1087,粘合剂,鱼胶,350,train
1088,粘合剂,乳酪胶,350,train
1089,显微镜,光学显微镜,352,train
1090,显微镜,电子显微镜,352,train
1091,光学显微镜,双目显微镜,352,train
1092,光学显微镜,放大镜,352,train
1093,光学显微镜,复显微镜,352,train
1094,电子显微镜,场发射显微镜,352,train
1095,放大镜,高倍放大镜,352,train
1096,降落,下降,356,train
1097,活动船板,顾问委员会,359,train
1098,活动船板,上诉委员会,359,train
1099,顾问委员会,内阁,359,train
1100,氨基酸,伽马氨基丁酸,360,train
1101,氨基酸,二羟基苯丙氨酸,360,train
1102,氨基酸,双硫丙氨酸,360,train
1103,氨基酸,氨基酸,360,train
1104,氨基酸,肌肉素,360,train
1105,氨基酸,谷氨酸盐,360,train
1106,氨基酸,天门冬酰胺,360,train
1107,氨基酸,丝氨酸,360,train
1108,氨基酸,天冬氨酸,360,train
1109,氨基酸,谷氨酸,360,train
1110,氨基酸,瓜氨酸,360,train
1111,氨基酸,鸟氨酸,360,train
1112,氨基酸,甲甘氨酸,360,train
1113,氨基酸,甘氨酸,360,train
1114,氨基酸,半胱氨酸,360,train
1115,氨基酸,丙氨酸,360,train
1116,氨基酸,羟胆碱,360,train
1117,氨基酸,必需氨基酸,360,train
1118,氨基酸,刀豆氨酸,360,train
1119,氨基酸,脯氨酸,360,train
1120,氨基酸,碘化甲状腺氨酸,360,train
1121,氨基酸,碘化酪氨酸,360,train
1122,二羟基苯丙氨酸,左旋多巴,360,train
1123,必需氨基酸,苯丙氨酸,360,train
1124,必需氨基酸,精氨酸,360,train
1125,碘化甲状腺氨酸,三碘甲腺原氨酸,360,train
1126,碘化酪氨酸,一碘酪氨酸,360,train
1127,碘化酪氨酸,二碘酪氨酸,360,train
1128,新闻,报告,364,train
1129,报告,公告,364,train
1130,不变成本,利息,365,train
1131,不变成本,应付费用,365,train
1132,不变成本,小费,365,train
1133,利息,复利,365,train
1134,利息,单利,365,train
1135,小费,法律费,365,train
1136,小费,佣金,365,train
1137,小费,中介费,365,train
1138,小费,储藏费,365,train
1139,小费,船闸通行税,365,train
1140,小费,停泊费,365,train
1141,小费,出租费,365,train
1142,小费,货币铸造税,365,train
1143,小费,胜诉费,365,train
1144,小费,入场券,365,train
1145,小费,过桥费,365,train
1146,小费,专利费,365,train
1147,小费,聘请定金,365,train
1148,小费,驳运费,365,train
1149,小费,停泊税,365,train
1150,小费,输送费,365,train
1151,小费,铸币费,365,train
1152,小费,动物保管费,365,train
1153,小费,搬运费,365,train
1154,小费,学费,365,train
1155,法律费,增加报酬,365,train
1156,聘请定金,交换物,365,train
1157,经济活动,反通货膨胀,368,train
1158,经济活动,市场力量,368,train
1159,经济活动,通货紧缩,368,train
1160,经济活动,需求,368,train
1161,经济活动,通货膨胀,368,train
1162,经济活动,供应,368,train
1163,经济活动,全球化,368,train
1164,经济活动,经济增长,368,train
1165,需求,消费,368,train
1166,通货膨胀,通货膨胀,368,train
1167,通货膨胀,通货再膨胀,368,train
1168,通货膨胀,滞涨,368,train
1169,通货膨胀,需求拉动型通胀,368,train
1170,消费,挥霍,368,train
1171,分数,连分数,369,train
1172,分数,分数,369,train
1173,分数,真分数,369,train
1174,分数,复合分数,369,train
1175,分数,假分式,369,train
1176,分数,十亿分之一,369,train
1177,分数,百万分之一,369,train
1178,分数,五分之一,369,train
1179,分数,一万亿分之一,369,train
1180,分数,一半,369,train
1181,分数,四分之一,369,train
1182,分数,三分之二,369,train
1183,分数,百分之一,369,train
1184,分数,三分之一,369,train
1185,分数,九分之一,369,train
1186,分数,六十分之一,369,train
1187,分数,十分之一,369,train
1188,分数,七分之一,369,train
1189,分数,千万亿分之一,369,train
1190,分数,千分之一,369,train
1191,分数,四分之三,369,train
1192,分数,八分之一,369,train
1193,分数,六分之一,369,train
1194,真分数,小数,369,train
1195,一半,百分之五十,369,train
1196,一半,一半,369,train
1197,小数,循环小数,369,train
1198,卧室家具,床,37,train
1199,床,停泊地,37,train
1200,床,四柱大型卧床,37,train
1201,床,临终床,37,train
1202,床,地基,37,train
1203,床,婚床,37,train
1204,床,吊床,37,train
1205,床,双人床,37,train
1206,床,折叠床,37,train
1207,床,饲槽,37,train
1208,床,双层床,37,train
1209,床,诊察台,37,train
1210,停泊地,下铺,37,train
1211,官方,批准者,373,train
1212,官方,分配者,373,train
1213,借款,借款,375,train
1214,借款,本金,375,train
1215,借款,公债,375,train
1216,借款,倒账,375,train
1217,借款,国有债务,375,train
1218,借款,债务限额,375,train
1219,借款,分期偿还债务,375,train
1220,借款,应付欠款,375,train
1221,借款,欠款,375,train
1222,借款,个人贷款,375,train
1223,借款,分期还款信贷,375,train
1224,借款,银行贷款,375,train
1225,借款,不动产贷款,375,train
1226,借款,直接贷款,375,train
1227,借款,家产担保贷款,375,train
1228,借款,定期贷款,375,train
1229,借款,活期贷款,375,train
1230,债务限额,国有债务限额,375,train
1231,个人贷款,汽车贷款,375,train
1232,银行贷款,银行间的贷款,375,train
1233,银行贷款,商业放款,375,train
1234,历,太阳历,380,train
1235,历,阴历,380,train
1236,历,阴阳历,380,train
1237,太阳历,儒略历,380,train
1238,太阳历,公历,380,train
1239,太阳历,革命日历,380,train
1240,阴历,罗马日历,380,train
1241,阴历,伊斯兰教历,380,train
1242,阴阳历,印度历,380,train
1243,阴阳历,犹太历,380,train
1244,公历,教会年历,380,train
1245,拱,平拱,383,train
1246,拱,弯拱,383,train
1247,拱,托梁拱圈,383,train
1248,拱,拱桥,383,train
1249,拱,破拱,383,train
1250,事务所,会计师事物所,384,train
1251,事务所,书局,384,train
1252,事务所,拍卖行,384,train
1253,盔甲,身体装甲,386,train
1254,身体装甲,钢丝背心,386,train
1255,身体装甲,盔甲,386,train
1256,身体装甲,上半身铠甲,386,train
1257,身体装甲,锁子甲,386,train
1258,锁子甲,锁子甲,386,train
1259,仪表,磁通计,394,train
1260,仪表,煤气表,394,train
1261,仪表,电表,394,train
1262,仪表,检流计,394,train
1263,仪表,电位计,394,train
1264,仪表,安培计,394,train
1265,仪表,地磁仪,394,train
1266,检流计,无定向电流计,394,train
1267,安培计,毫安表,394,train
1268,圆,光盘,395,train
1269,光盘,三孔滑车,395,train
1270,光盘,飞盘,395,train
1271,光盘,振动板,395,train
1272,光盘,铁饼,395,train
1273,光盘,制动盘,395,train
1274,饰物,带,396,train
1275,饰物,服饰品,396,train
1276,带,带钱包的腰带,396,train
1277,带,子弹带,396,train
1278,带,佩饰,396,train
1279,带,手枪用的皮套,396,train
1280,特征,方面,399,train
1281,特征,吸引,399,train
1282,方面,范围,399,train
1283,吸引,注意力,399,train
1284,名誉,推荐,4,train
1285,多糖,利奎明,40,train
1286,多糖,纤维素,40,train
1287,多糖,几丁质,40,train
1288,多糖,菊粉,40,train
1289,多糖,淀粉,40,train
1290,多糖,动物淀粉,40,train
1291,纤维素,矿浆,40,train
1292,纤维素,羧甲基纤维素,40,train
1293,淀粉,竹芋粉,40,train
1294,淀粉,木薯,40,train
1295,淀粉,玉米淀粉,40,train
1296,淀粉,西米,40,train
1297,淀粉,淀粉质,40,train
1298,矿浆,甘蔗渣,40,train
1299,西米,沙莪粒,40,train
1300,运动场,球场,400,train
1301,运动场,整个比赛场地,400,train
1302,运动场,室内运动场,400,train
1303,球场,手球场,400,train
1304,球场,篮球场,400,train
1305,球场,羽毛球场,400,train
1306,室内运动场,圆形马戏场,400,train
1307,篮球场,主场,400,train
1308,折磨,畸形,402,train
1309,畸形,裂足,402,train
1310,畸形,弓形趾,402,train
1311,畸形,阿诺德氏畸形,402,train
1312,畸形,内弯脚,402,train
1313,畸形,舟状头畸形,402,train
1314,畸形,鸡胸,402,train
1315,畸形,斜头畸形,402,train
1316,内弯脚,足外翻,402,train
1317,内弯脚,跟足,402,train
1318,内弯脚,马蹄样足,402,train
1319,幽灵,妖怪,403,train
1320,保护,套头交易,406,train
1321,保护,保险,406,train
1322,保护,经济担保,406,train
1323,保险,自保,406,train
1324,保险,汽车保险,406,train
1325,保险,责任保险,406,train
1326,保险,人寿保险,406,train
1327,保险,再保险,406,train
1328,保险,团体保险,406,train
1329,保险,定期人寿保险,406,train
1330,保险,火险,406,train
1331,保险,灾难险,406,train
1332,保险,健康保险,406,train
1333,保险,业务中断保险,406,train
1334,保险,共同保险,406,train
1335,保险,医疗事故保险,406,train
1336,人寿保险,普通终身寿险,406,train
1337,人寿保险,养老保险,406,train
1338,健康保险,维护健康组织,406,train
1339,健康保险,住院保险,406,train
1340,抵押权益,抵押,407,train
1341,抵押权益,典押,407,train
1342,抵押权益,有条件销售,407,train
1343,抵押权益,抵押品,407,train
1344,抵押权益,留置权,407,train
1345,抵押,动产抵押,407,train
1346,抵押,优先抵押,407,train
1347,抵押,二次抵押,407,train
1348,典押,当出物,407,train
1349,抵押品,保证,407,train
1350,留置权,劳动留置权,407,train
1351,留置权,有限留置权,407,train
1352,留置权,土地留置权,407,train
1353,留置权,税务扣押权,407,train
1354,留置权,全面留置权,407,train
1355,税务扣押权,税款留置权,407,train
1356,兔科动物,兔子,41,train
1357,兔科动物,兔,41,train
1358,兔子,欧洲野兔,41,train
1359,兔子,北美野兔,41,train
1360,兔子,小兔,41,train
1361,兔子,美洲雪鞋兔,41,train
1362,兔子,北极兔,41,train
1363,兔,棉尾兔,41,train
1364,兔,安哥拉兔,41,train
1365,兔,阉割过的雄兔,41,train
1366,兔,欧洲兔,41,train
1367,兔,小兔,41,train
1368,兔,比利时兔,41,train
1369,北美野兔,加利福尼亚兔,41,train
1370,北美野兔,白尾杰克兔,41,train
1371,棉尾兔,水兔,41,train
1372,棉尾兔,泽兔,41,train
1373,棉尾兔,东部棉尾兔,41,train
1374,缩短,切断,410,train
1375,缩短,收缩,410,train
1376,缩短,缩写,410,train
1377,缩短,削减,410,train
1378,收缩,子宫收缩,410,train
1379,收缩,假性宫缩,410,train
1380,收缩,阴道痉挛,410,train
1381,收缩,肌肉痉挛,410,train
1382,收缩,挛缩,410,train
1383,削减,剪去,410,train
1384,削减,修剪,410,train
1385,削减,剪发,410,train
1386,修剪,修剪,410,train
1387,猎狗,会泅水的猎狗,412,train
1388,猎狗,塞特种猎犬,412,train
1389,猎狗,獚,412,train
1390,猎狗,捕鸟猎犬,412,train
1391,塞特种猎犬,英国谍犬,412,train
1392,塞特种猎犬,戈登赛特猎狗,412,train
1393,塞特种猎犬,爱尔兰谍犬,412,train
1394,獚,苏塞克斯猎獚,412,train
1395,獚,布列塔尼獚犬,412,train
1396,獚,克伦伯猎獚,412,train
1397,獚,水獚,412,train
1398,獚,猎獚,412,train
1399,獚,田野猎犬,412,train
1400,獚,英国可卡犬,412,train
1401,水獚,美国水猎犬,412,train
1402,水獚,爱尔兰水猎犬,412,train
1403,猎獚,英国激飞猎犬,412,train
1404,化合,合并,413,train
1405,化合,混乱,413,train
1406,化合,混合,413,train
1407,化合,散布,413,train
1408,化合,附加,413,train
1409,化合,熔化,413,train
1410,合并,部落化,413,train
1411,合并,合并,413,train
1412,合并,保护伞,413,train
1413,合并,再次会面,413,train
1414,混乱,喧哗,413,train
1415,混合,同质化,413,train
1416,混合,合流,413,train
1417,附加,嫁接,413,train
1418,再次会面,同学会,413,train
1419,兵役,海军,416,train
1420,兵役,军,416,train
1421,兵役,空军,416,train
1422,空军,航空队,416,train
1423,口盖,男裤下体盖,42,train
1424,口盖,重叠,42,train
1425,口盖,帽耳,42,train
1426,口盖,布片,42,train
1427,口盖,男上衣后摆,42,train
1428,口盖,挡光板,42,train
1429,重叠,翻折部分,42,train
1430,重叠,垂片,42,train
1431,重叠,翻领,42,train
1432,寝具,毛毯,422,train
1433,寝具,床单,422,train
1434,寝具,携带用铺盖,422,train
1435,毛毯,方布,422,train
1436,毛毯,阿富汗披肩,422,train
1437,毛毯,电热毯,422,train
1438,毛毯,麦基诺厚毛毯,422,train
1439,床单,床罩,422,train
1440,异翅亚目长虫,棉蝽象,424,train
1441,异翅亚目长虫,萤火虫,424,train
1442,异翅亚目长虫,水蝽,424,train
1443,异翅亚目长虫,食虫椿象,424,train
1444,水蝽,划蝽,424,train
1445,水蝽,田鳖,424,train
1446,水蝽,红娘华,424,train
1447,水蝽,水黾,424,train
1448,食虫椿象,齿轮虫,424,train
1449,食虫椿象,锥鼻虫,424,train
1450,水黾,小黾蝽,424,train
1451,制服,军装,43,train
1452,制服,伞兵跳伞服,43,train
1453,制服,制服,43,train
1454,军装,军装,43,train
1455,军装,战服,43,train
1456,军装,礼服制服,43,train
1457,军装,统一的服装,43,train
1458,双壳类动物,河蚌,431,train
1459,双壳类动物,干贝,431,train
1460,双壳类动物,舟贝,431,train
1461,双壳类动物,血蚶,431,train
1462,双壳类动物,海笋,431,train
1463,双壳类动物,斧足纲软体动物,431,train
1464,双壳类动物,牡蛎,431,train
1465,双壳类动物,海扇类,431,train
1466,河蚌,海洋贻贝,431,train
1467,河蚌,河蚌,431,train
1468,河蚌,珍珠壳贻贝,431,train
1469,河蚌,斑纹蚌,431,train
1470,河蚌,薄壳贻贝,431,train
1471,干贝,大扇贝,431,train
1472,干贝,嵌条扇贝,431,train
1473,斧足纲软体动物,大砗磲,431,train
1474,斧足纲软体动物,沙海螂,431,train
1475,斧足纲软体动物,凿船虫,431,train
1476,斧足纲软体动物,剃刀蛤,431,train
1477,斧足纲软体动物,大文蛤,431,train
1478,斧足纲软体动物,圆蛤,431,train
1479,牡蛎,幼蠔,431,train
1480,牡蛎,小牡蛎的一种,431,train
1481,牡蛎,珍珠贝,431,train
1482,牡蛎,欧洲银蛤,431,train
1483,牡蛎,牡蛎,431,train
1484,牡蛎,海月,431,train
1485,海扇类,海扇,431,train
1486,海洋贻贝,紫贻贝,431,train
1487,凿船虫,凿船虫,431,train
1488,凿船虫,节铠船蛆,431,train
1489,圆蛤,小圆蛤,431,train
1490,圆蛤,小帘蛤,431,train
1491,冒险者,冒险者,432,train
1492,冒险者,女冒险家,432,train
1493,心血管疾病,高血压,434,train
1494,心血管疾病,动脉瘤,434,train
1495,心血管疾病,低血压症,434,train
1496,心血管疾病,心脏病,434,train
1497,心血管疾病,循环衰竭,434,train
1498,高血压,继发性高血压,434,train
1499,高血压,恶性高血压,434,train
1500,高血压,白大衣高血压,434,train
1501,高血压,血压过高,434,train
1502,动脉瘤,大脑动脉瘤,434,train
1503,动脉瘤,室壁瘤,434,train
1504,动脉瘤,动脉瘤,434,train
1505,动脉瘤,颅内动脉瘤,434,train
1506,动脉瘤,腹主动脉瘤,434,train
1507,低血压症,低血压,434,train
1508,心脏病,心律不整,434,train
1509,心脏病,风湿性心脏病,434,train
1510,心脏病,冠心病,434,train
1511,心脏病,心肌病,434,train
1512,心脏病,心力衰竭,434,train
1513,心脏病,心绞痛,434,train
1514,心脏病,心脏瓣膜病,434,train
1515,恶性高血压,门静脉高压,434,train
1516,心律不整,心房颤动,434,train
1517,心律不整,减慢心率药,434,train
1518,心律不整,心室颤动,434,train
1519,心律不整,奔马律,434,train
1520,心律不整,传导阻滞,434,train
1521,心律不整,心动过速,434,train
1522,心肌病,肥厚型心肌病,434,train
1523,心力衰竭,心力衰竭,434,train
1524,心脏瓣膜病,狭窄,434,train
1525,心脏瓣膜病,主动脉瓣狭窄,434,train
1526,心脏瓣膜病,二尖瓣脱垂,434,train
1527,交叉点,交叉,436,train
1528,交叉,街角,436,train
1529,交叉,平交路口,436,train
1530,街角,盲角,436,train
1531,异常的人,不合时代的人,442,train
1532,异常的人,白化病者,442,train
1533,异常的人,脱离常轨者,442,train
1534,抑制物,反催化剂,443,train
1535,抑制物,减速剂,443,train
1536,抑制物,抗氧化剂,443,train
1537,减速剂,氘水,443,train
1538,抗氧化剂,β-萘酚,443,train
1539,抗氧化剂,防锈剂,443,train
1540,抗氧化剂,类胡萝卜素,443,train
1541,抗氧化剂,硒,443,train
1542,类胡萝卜素,叶黄素,443,train
1543,类胡萝卜素,玉米黄质,443,train
1544,类胡萝卜素,β-胡萝卜素,443,train
1545,类胡萝卜素,番茄红素,443,train
1546,类胡萝卜素,胡萝卜素,443,train
1547,葡萄属植物,美国葡萄,445,train
1548,葡萄属植物,圆叶葡萄,445,train
1549,估价,严峻的考验,449,train
1550,估价,评估,449,train
1551,评估,阿普伽新生儿评分,449,train
1552,油脂,板油,450,train
1553,油脂,多不饱和脂肪,450,train
1554,油脂,动物油脂,450,train
1555,油脂,可可油,450,train
1556,动物油脂,骨脂,450,train
1557,动物油脂,乳脂,450,train
1558,副本,模型,451,train
1559,副本,修改后的形式,451,train
1560,副本,复写纸,451,train
1561,副本,复制本,451,train
1562,副本,副本,451,train
1563,副本,冒牌货,451,train
1564,副本,变形影像,451,train
1565,副本,伪造品,451,train
1566,副本,备份,451,train
1567,副本,使一致,451,train
1568,模型,活人面模,451,train
1569,模型,死人的面模,451,train
1570,伪造品,赝品,451,train
1571,伪造品,仿造品,451,train
1572,仿造品,假书,451,train
1573,樱桃树,美国稠李,457,train
1574,樱桃树,欧洲酸樱桃,457,train
1575,樱桃树,野樱,457,train
1576,樱桃树,柳叶野黑樱,457,train
1577,樱桃树,仙樱花,457,train
1578,樱桃树,洋樱桃树,457,train
1579,欧洲酸樱桃,欧洲酸樱桃,457,train
1580,欧洲酸樱桃,黑樱桃,457,train
1581,欧洲酸樱桃,酸樱桃,457,train
1582,野樱,黑樱树,457,train
1583,野樱,稠李,457,train
1584,仙樱花,日本樱花,457,train
1585,仙樱花,富士樱,457,train
1586,仙樱花,日本早樱,457,train
1587,仙樱花,山樱,457,train
1588,洋樱桃树,欧洲甜樱桃,457,train
1589,洋樱桃树,尖果樱桃,457,train
1590,稠李,稠李,457,train
1591,稠李,欧洲酸樱桃,457,train
1592,大头棒,包铁粗杖,460,train
1593,大头棒,圆头棒,460,train
1594,大头棒,棍棒,460,train
1595,大头棒,瓶状体操棒,460,train
1596,大头棒,大头棒,460,train
1597,大头棒,板球棒,460,train
1598,大头棒,包皮短棒,460,train
1599,棍棒,笞刑,460,train
1600,板球棒,棒球棒,460,train
1601,充分,满,461,train
1602,充分,侵染,461,train
1603,充分,过多,461,train
1604,充分,吃得太饱,461,train
1605,侵染,姜片虫病,461,train
1606,侵染,蝇蛆的组织传染,461,train
1607,侵染,鞭虫病,461,train
1608,侵染,壁虱病,461,train
1609,侵染,后睾吸虫病,461,train
1610,侵染,蛲虫病,461,train
1611,侵染,虱病,461,train
1612,侵染,片吸虫病,461,train
1613,侵染,旋毛虫病,461,train
1614,侵染,蛔虫病,461,train
1615,侵染,蠕虫病,461,train
1616,侵染,盘尾丝虫病,461,train
1617,侵染,包虫病,461,train
1618,侵染,血吸虫病,461,train
1619,侵染,恙螨病,461,train
1620,侵染,球虫病,461,train
1621,虱病,衣虱病,461,train
1622,虱病,阴虱病,461,train
1623,虱病,头虱病,461,train
1624,蠕虫病,钩虫病,461,train
1625,持续的时间,冗长,463,train
1626,改变方向,回转,464,train
1627,回转,屈膝旋转法,464,train
1628,回转,左面,464,train
1629,回转,右边,464,train
1630,回转,离题,464,train
1631,回转,反弹旋转,464,train
1632,离题,与事实不相干的论点,464,train
1633,表面,下侧,469,train
1634,表面,顶方,469,train
1635,下侧,踵,469,train
1636,下侧,舭,469,train
1637,下侧,底边,469,train
1638,踵,法式弯后跟,469,train
1639,踵,古巴式鞋后跟,469,train
1640,沉积岩,板岩,470,train
1641,沉积岩,泥质岩,470,train
1642,沉积岩,粗碎屑岩,470,train
1643,沉积岩,泥板岩,470,train
1644,沉积岩,砂质岩,470,train
1645,沉积岩,矽质粘土岩,470,train
1646,粗碎屑岩,角砾岩,470,train
1647,泥板岩,油页岩,470,train
1648,泥板岩,腐植页岩,470,train
1649,砂质岩,沙岩,470,train
1650,沙岩,褐石,470,train
1651,沙岩,海绿石砂,470,train
1652,沙岩,砂砾,470,train
1653,沙岩,蓝砂岩,470,train
1654,沙岩,沙泥岩,470,train
1655,保温器,电热垫,471,train
1656,保温器,解冻器,471,train
1657,保温器,去雾器,471,train
1658,保温器,火盆,471,train
1659,保温器,煤气炉,471,train
1660,保温器,对流式加热机,471,train
1661,火盆,日本式火钵,471,train
1662,陶器,瓦器,472,train
1663,陶器,陶器,472,train
